,URL,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,text_leicht,source,token,sents,text_leicht_sents,text_normal
0,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01022019,nils1486.html",3807,3807,3807,3807,3808,NDR gewinnt 4 Preise,Der NDR hat 4 besondere Preise gewonnen.Diese Preise heißen: Deutscher Fernseh·preis.Der Deutsche Fernseh·preis ist für sehr gute Fernseh·sendungen.Für diese 4 Fernseh·sendungen hat der NDR den Deutschen Fernseh·preis gewonnen:• Inas Nacht.• Der Tatortreiniger.• Kroymann.• Und Die Freibadclique.Den Deutschen Fernseh·preis gibt es jedes Jahr.Hamburg: Mann stirbt bei UnfallIn Hamburg war ein schlimmer Unfall.Der Unfall war im Stadt·teil Hammer·brook.Bei dem Unfall wurden 2 Menschen schwer verletzt.• Eine Frau.• Und ein Mann.Der Mann ist an den Verletzungen gestorben.Die Polizei hat gesagt:Die 2 Menschen sind über eine Straße gelaufen.Dann ist ein Auto gekommen.Dieses Auto hat die 2 Menschen angefahren.Die Polizei hat auch gesagt:Andere Menschen haben den Unfall gesehen.Diese Menschen haben gesagt:Die 2 Menschen sind an einer Ampel über die Straße gegangen.Diese Ampel war aber rot.Deshalb durften die 2 Menschen nicht über die Straße gehen.,ndr,168.0,22.0,"[Der NDR hat 4 besondere Preise gewonnen., Diese Preise heißen: Deutscher Fernseh·preis., Der Deutsche Fernseh·preis ist für sehr gute Fernseh·sendungen., Für diese 4 Fernseh·sendungen hat der NDR den Deutschen Fernseh·preis gewonnen:• Inas Nacht.•, Der Tatortreiniger.• Kroymann.•, Und Die Freibadclique., Den Deutschen Fernseh·preis gibt es jedes Jahr., Hamburg: Mann stirbt bei UnfallIn Hamburg war ein schlimmer Unfall., Der Unfall war im Stadt·teil Hammer·brook., Bei dem Unfall wurden 2 Menschen schwer verletzt.•, Eine Frau.• Und ein Mann., Der Mann ist an den Verletzungen gestorben., Die Polizei hat gesagt:, Die 2 Menschen sind über eine Straße gelaufen., Dann ist ein Auto gekommen., Dieses Auto hat die 2 Menschen angefahren., Die Polizei hat auch gesagt:, Andere Menschen haben den Unfall gesehen., Diese Menschen haben gesagt:, Die 2 Menschen sind an einer Ampel über die Straße gegangen., Diese Ampel war aber rot., Deshalb durften die 2 Menschen nicht über die Straße gehen.]",
1,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01022022,nils2826.html",1386,1386,1386,1386,1387,Dänemark: Fast keine Corona-Regeln mehr,Dänemark hat sehr viele Corona-Fälle.Aber trotzdem gelten seit Dienstag fast keine Corona-Regeln mehr.Die Regierung hat nämlich gesagt:Die Corona-Regeln schränken die Menschen sehr in ihrer Freiheit ein.Jetzt wollen wir den Menschen ihre Freiheit zurückgeben.Deshalb müssen die Menschen zum Beispiel keine Maske mehr tragen.Und keinen Abstand mehr halten.Die Menschen müssen zum Beispiel auch nicht nachweisen:• Ich bin geimpft.• Ich bin getestet.• Oder ich bin genesen.Diese Nachweise brauchen die Menschen nur noch bei der Einreise nach Dänemark.Die Regierung hat auch gesagt:In Dänemark stecken sich viele Menschen mit dem Corona-Virus an.Aber viele Menschen sind geimpft.Und die meisten Menschen stecken sich mit einer neuen Art vom Corona-Virus an.Diese neue Art heißt Omikron.Omikron ist ansteckender als andere Arten vom Corona-Virus.Aber Omikron macht die meisten Menschen nicht so schlimm krank.Deshalb sind nicht so viele Menschen im Kranken·haus.Und deshalb werden die Kranken·häuser nicht überlastet.,ndr,171.0,20.0,"[Dänemark hat sehr viele Corona-Fälle., Aber trotzdem gelten seit Dienstag fast keine Corona-Regeln mehr., Die Regierung hat nämlich gesagt:, Die Corona-Regeln schränken die Menschen sehr in ihrer Freiheit ein., Jetzt wollen wir den Menschen ihre Freiheit zurückgeben., Deshalb müssen die Menschen zum Beispiel keine Maske mehr tragen., Und keinen Abstand mehr halten., Die Menschen müssen zum Beispiel auch nicht nachweisen:• Ich bin geimpft.•, Ich bin getestet.•, Oder ich bin genesen., Diese Nachweise brauchen die Menschen nur noch bei der Einreise nach Dänemark., Die Regierung hat auch gesagt:, In Dänemark stecken sich viele Menschen mit dem Corona-Virus an., Aber viele Menschen sind geimpft., Und die meisten Menschen stecken sich mit einer neuen Art vom Corona-Virus an., Diese neue Art heißt Omikron., Omikron ist ansteckender als andere Arten vom Corona-Virus., Aber Omikron macht die meisten Menschen nicht so schlimm krank., Deshalb sind nicht so viele Menschen im Kranken·haus., Und deshalb werden die Kranken·häuser nicht überlastet.]",
2,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01022023,nils3242.html",252,252,252,252,253,Hamburg: Feuer in Wohn·haus,In Hamburg war ein Feuer.Dieses Feuer war in einem Wohn·haus im Stadt·teil Eimsbüttel.Die Feuerwehr hat gesagt:Das Feuer war in einer Wohnung im Erd·geschoss.In dieser Wohnung hat ein Mann gelebt.Diesen Mann haben wir in der Wohnung gefunden.Er war tot.Aber wir wissen nicht:Ist der Mann durch das Feuer gestorben?Oder war der Mann schon tot?Die Feuerwehr hat auch gesagt:Wir mussten einen anderen Mann aus seiner Wohnung retten.Diese Wohnung ist im Ober·geschoss von dem Wohn·haus.Dieser Mann ist in ein Kranken·haus gekommen.Er hat nämlich vielleicht eine Rauch·vergiftung.Bei einer Rauch·vergiftung atmet ein Mensch zu viel Rauch ein.Deshalb muss er zum Beispiel husten.Oder er bekommt starke Kopf·schmerzen.Nach einer Stunde hat die Feuerwehr das Feuer gelöscht.Jetzt ermittelt die Polizei.Die Polizei will nämlich wissen:Wie ist der Mann gestorben?Und wie ist das Feuer ausgebrochen?Zeugen haben gesagt:Es hat einen lauten Knall gegeben.Dann ist das Feuer ausgebrochen.,ndr,186.0,25.0,"[In Hamburg war ein Feuer., Dieses Feuer war in einem Wohn·haus im Stadt·teil Eimsbüttel., Die Feuerwehr hat gesagt:, Das Feuer war in einer Wohnung im Erd·geschoss., In dieser Wohnung hat ein Mann gelebt., Diesen Mann haben wir in der Wohnung gefunden., Er war tot., Aber wir wissen nicht:Ist der Mann durch das Feuer gestorben?, Oder war der Mann schon tot?, Die Feuerwehr hat auch gesagt:, Wir mussten einen anderen Mann aus seiner Wohnung retten., Diese Wohnung ist im Ober·geschoss von dem Wohn·haus., Dieser Mann ist in ein Kranken·haus gekommen., Er hat nämlich vielleicht eine Rauch·vergiftung., Bei einer Rauch·vergiftung atmet ein Mensch zu viel Rauch ein., Deshalb muss er zum Beispiel husten., Oder er bekommt starke Kopf·schmerzen., Nach einer Stunde hat die Feuerwehr das Feuer gelöscht., Jetzt ermittelt die Polizei., Die Polizei will nämlich wissen:, Wie ist der Mann gestorben?, Und wie ist das Feuer ausgebrochen?, Zeugen haben gesagt:, Es hat einen lauten Knall gegeben., Dann ist das Feuer ausgebrochen.]",
3,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01032019,nils1528.html",3747,3747,3747,3747,3748,"

",Sie wollen zurück zu den Nord·deutschen Nachrichten in Leichter Sprache?Dann klicken Sie hier.,ndr,16.0,2.0,"[Sie wollen zurück zu den Nord·deutschen Nachrichten in Leichter Sprache?, Dann klicken Sie hier.]",
4,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01032021,nils2522.html",2104,2104,2104,2104,2105,Hamburg: Strafen für Menschen ohne Maske,In Hamburg gibt es seit Sonnabend eine neue Masken·pflicht.Diese Masken·pflicht ist draußen an bestimmten Orten.An diesen Orten sind oft besonders viele Menschen.Zum Beispiel:• Auf Spiel·plätzen.• An der Alster.Die Alster ist ein Fluss in Hamburg.• An der Elbe.Die Elbe ist ein Fluss in Hamburg.• Und im Stadt·park.Am vergangenen Wochenende hat die Polizei kontrolliert:Tragen die Menschen an diesen Orten eine Maske?Die Polizei hat gesagt:Einige Menschen haben keine Maske getragen.Deshalb müssen diese Menschen eine Strafe zahlen.Insgesamt müssen 330 Menschen eine Strafe zahlen.,ndr,102.0,16.0,"[In Hamburg gibt es seit Sonnabend eine neue Masken·pflicht., Diese Masken·pflicht ist draußen an bestimmten Orten., An diesen Orten sind oft besonders viele Menschen., Zum Beispiel:•, Auf Spiel·plätzen.•, An der Alster., Die Alster ist ein Fluss in Hamburg.•, An der Elbe., Die Elbe ist ein Fluss in Hamburg.•, Und im Stadt·park., Am vergangenen Wochenende hat die Polizei kontrolliert:, Tragen die Menschen an diesen Orten eine Maske?, Die Polizei hat gesagt:, Einige Menschen haben keine Maske getragen., Deshalb müssen diese Menschen eine Strafe zahlen., Insgesamt müssen 330 Menschen eine Strafe zahlen.]",
5,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01032022,nils2858.html",1268,1268,1268,1268,1269,Schleswig-Holstein: Bus·fahrer streiken,In Schleswig-Holstein ist ein Streik.Bei einem Streik arbeiten Menschen nicht.Diese Menschen sind zum Beispiel mit ihrer Arbeit nicht zufrieden.Sie wollen zum Beispiel mehr Geld.Dieser Streik ist von Bus·fahrern.Und dieser Streik ist in 4 Städten in Schleswig-Holstein:• In Kiel.• In Lübeck.• In Flensburg.• Und in Neumünster.In diesen 4 Städten sind viele Busse ausgefallen.Der Streik ist schon seit Montag.Und der Streik ist bis heute Abend.,ndr,80.0,13.0,"[In Schleswig-Holstein ist ein Streik., Bei einem Streik arbeiten Menschen nicht., Diese Menschen sind zum Beispiel mit ihrer Arbeit nicht zufrieden., Sie wollen zum Beispiel mehr Geld., Dieser Streik ist von Bus·fahrern., Und dieser Streik ist in 4 Städten in Schleswig-Holstein:•, In Kiel.•, In Lübeck.•, In Flensburg.•, Und in Neumünster., In diesen 4 Städten sind viele Busse ausgefallen., Der Streik ist schon seit Montag., Und der Streik ist bis heute Abend.]",
6,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01032023,nils3284.html",213,213,213,213,214,Niedersachsen: Feuer zerstört Tischlerei,In Sedelsberg war ein großes Feuer.Sedelsberg ist ein Ort im Norden von Niedersachsen.Und Sedelsberg ist westlich von Oldenburg.Bei dem Feuer ist eine große Tischlerei abgebrannt.3 Feuerwehr·leute wurden bei den Lösch·arbeiten verletzt.Das Feuer hat einen großen Schaden gemacht.Der Schaden ist mehrere Millionen Euro hoch.Die Polizei weiß noch nicht:Warum war das Feuer in der Tischlerei?,ndr,68.0,9.0,"[In Sedelsberg war ein großes Feuer., Sedelsberg ist ein Ort im Norden von Niedersachsen., Und Sedelsberg ist westlich von Oldenburg., Bei dem Feuer ist eine große Tischlerei abgebrannt.3, Feuerwehr·leute wurden bei den Lösch·arbeiten verletzt., Das Feuer hat einen großen Schaden gemacht., Der Schaden ist mehrere Millionen Euro hoch., Die Polizei weiß noch nicht:, Warum war das Feuer in der Tischlerei?]",
7,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01042019,nils1570.html",3694,3694,3694,3694,3695,Nord·deutschland: Neue Landes·bischöfin,Die Nord·kirche hat eine neue Chefin.Die Nord·kirche ist eine große evangelische Kirche.Und die Nord·kirche ist in 3 Bundes·ländern:• In Hamburg.• In Schleswig-Holstein.• Und in Mecklenburg-Vorpommern.Die neue Chefin von der Nord·kirche ist Kristina Kühnbaum-Schmidt.Kristina Kühnbaum-Schmidt ist nämlich die neue Landes·bischöfin von der Nord·kirche.Kristina Kühnbaum-Schmidt ist die Nachfolgerin von Gerhard Ulrich.Gerhard Ulrich ist 68 Jahre alt.Und Gerhard Ulrich ist jetzt im Ruhestand.,ndr,75.0,11.0,"[Die Nord·kirche hat eine neue Chefin., Die Nord·kirche ist eine große evangelische Kirche., Und die Nord·kirche ist in 3 Bundes·ländern:•, In Hamburg.•, In Schleswig-Holstein.•, Und in Mecklenburg-Vorpommern., Die neue Chefin von der Nord·kirche ist Kristina Kühnbaum-Schmidt., Kristina Kühnbaum-Schmidt ist nämlich die neue Landes·bischöfin von der Nord·kirche., Kristina Kühnbaum-Schmidt ist die Nachfolgerin von Gerhard Ulrich., Gerhard Ulrich ist 68 Jahre alt., Und Gerhard Ulrich ist jetzt im Ruhestand.]",
8,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01042021,nils2546.html",1967,1967,1967,1967,1968,Steinmeier mit AstraZeneca geimpft,Über einen Impf·stoff gegen das Corona-Virus gibt es Streit.Ein Impf·stoff ist ein besonderes Medikament.Und ein Impf·stoff ist gegen eine bestimmte Krankheit.Bekommt ein Mensch einen Impf·stoff?Dann bekommt dieser Mensch diese Krankheit wahrscheinlich nicht.Dieser Impf·stoff ist von AstraZeneca.AstraZeneca ist eine Firma aus Groß·britannien und Schweden.Nach einer Impfung mit AstraZeneca sind nämlich einige Menschen krank geworden.Aber viele Fach·leute sagen:Eine Impfung mit AstraZeneca ist für fast alle Menschen ungefährlich.Jetzt hat der Bundes·präsident eine Impfung mit AstraZeneca bekommen.Der Bundes·präsident ist ein sehr wichtiger Politiker in Deutschland.Der Bundes·präsident ist Frank-Walter Steinmeier.Frank-Walter Steinmeier hat gesagt:Ich vertraue dem Impf·stoff von AstraZeneca.Der Impf·stoff von AstraZeneca ist sicher.,ndr,129.0,15.0,"[Über einen Impf·stoff gegen das Corona-Virus gibt es Streit., Ein Impf·stoff ist ein besonderes Medikament., Und ein Impf·stoff ist gegen eine bestimmte Krankheit., Bekommt ein Mensch einen Impf·stoff?, Dann bekommt dieser Mensch diese Krankheit wahrscheinlich nicht., Dieser Impf·stoff ist von AstraZeneca., AstraZeneca ist eine Firma aus Groß·britannien und Schweden., Nach einer Impfung mit AstraZeneca sind nämlich einige Menschen krank geworden., Aber viele Fach·leute sagen:Eine Impfung mit AstraZeneca ist für fast alle Menschen ungefährlich., Jetzt hat der Bundes·präsident eine Impfung mit AstraZeneca bekommen., Der Bundes·präsident ist ein sehr wichtiger Politiker in Deutschland., Der Bundes·präsident ist Frank-Walter Steinmeier., Frank-Walter Steinmeier hat gesagt:, Ich vertraue dem Impf·stoff von AstraZeneca., Der Impf·stoff von AstraZeneca ist sicher.]",
9,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062021,nils2598.html",1877,1877,1877,1877,1878,Schleswig-Holstein: Musik-Festival fällt aus,Wegen der Corona-Krise fallen viele große Veranstaltungen aus.Auch das Musik-Festival in Wacken.Auf dem Musik·festival in Wacken spielen die Musiker meistens Heavy Metal.Heavy Metal ist eine Musik·richtung.Heavy Metal ist sehr hart.Und Heavy Metal ist laut.Jetzt haben die Veranstalter gesagt:Das Wacken-Festival sollte Ende Juli sein.Aber wegen der Corona-Krise können wir das Festival nicht machen.Wir verschieben das Festival.Jetzt ist das Festival im kommenden Jahr.Und zwar vom 4. bis zum 6. August.Schon im vergangenen Jahr ist das Wacken-Festival ausgefallen.,ndr,100.0,13.0,"[Wegen der Corona-Krise fallen viele große Veranstaltungen aus., Auch das Musik-Festival in Wacken., Auf dem Musik·festival in Wacken spielen die Musiker meistens Heavy Metal., Heavy Metal ist eine Musik·richtung., Heavy Metal ist sehr hart., Und Heavy Metal ist laut., Jetzt haben die Veranstalter gesagt:, Das Wacken-Festival sollte Ende Juli sein., Aber wegen der Corona-Krise können wir das Festival nicht machen., Wir verschieben das Festival., Jetzt ist das Festival im kommenden Jahr., Und zwar vom 4. bis zum 6. August., Schon im vergangenen Jahr ist das Wacken-Festival ausgefallen.]",
